Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SEC31A","SEC31 Homolog A, COPII Coat Complex Component","Protein Coding","42","GC04M082818","8.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC31A"
"HIRA","Histone Cell Cycle Regulator","Protein Coding","42","GC22M019318","8.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIRA"
"JMJD1C","Jumonji Domain Containing 1C","Protein Coding","40","GC10M063167","8.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C"
"RXRA","Retinoid X Receptor Alpha","Protein Coding","49","GC09P134317","8.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA"
"PCDH11X","Protocadherin 11 X-Linked","Protein Coding","35","GC0XP091779","8.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH11X"
"DCHS2","Dachsous Cadherin-Related 2","Protein Coding","33","GC04M154232","8.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCHS2"
"ESYT2","Extended Synaptotagmin 2","Protein Coding","36","GC07M158730","8.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT2"
"CD247","CD247 Molecule","Protein Coding","49","GC01M167399","8.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD247"
"PCDHB6","Protocadherin Beta 6","Protein Coding","30","GC05P143036","8.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHB6"
"SYT13","Synaptotagmin 13","Protein Coding","35","GC11M045240","8.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT13"
"TARDBP","TAR DNA Binding Protein","Protein Coding","45","GC01P011013","8.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP"
"CCL11","C-C Motif Chemokine Ligand 11","Protein Coding","43","GC17P034285","8.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11"
"CLSTN3","Calsyntenin 3","Protein Coding","35","GC12P008242","8.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLSTN3"
"MYH7","Myosin Heavy Chain 7","Protein Coding","47","GC14M023412","8.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7"
"ADCY5","Adenylate Cyclase 5","Protein Coding","48","GC03M123282","8.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY5"
"STAC3","SH3 And Cysteine Rich Domain 3","Protein Coding","36","GC12M057243","8.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAC3"
"HOMER1","Homer Scaffold Protein 1","Protein Coding","40","GC05M079372","8.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOMER1"
"NRG1","Neuregulin 1","Protein Coding","46","GC08P031639","8.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1"
"FLG","Filaggrin","Protein Coding","40","GC01M152274","8.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLG"
"XBP1","X-Box Binding Protein 1","Protein Coding","45","GC22M028794","8.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XBP1"
"PCDH9","Protocadherin 9","Protein Coding","37","GC13M066302","8.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH9"
"ADORA1","Adenosine A1 Receptor","Protein Coding","47","GC01P203090","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA1"
"PRTN3","Proteinase 3","Protein Coding","44","GC19P000840","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRTN3"
"PADI4","Peptidyl Arginine Deiminase 4","Protein Coding","44","GC01P017308","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI4"
"MASP2","Mannan Binding Lectin Serine Peptidase 2","Protein Coding","44","GC01M011026","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MASP2"
"CAB39L","Calcium Binding Protein 39 Like","Protein Coding","36","GC13M049308","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAB39L"
"PHKA1","Phosphorylase Kinase Regulatory Subunit Alpha 1","Protein Coding","43","GC0XM072578","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKA1"
"CLEC4A","C-Type Lectin Domain Family 4 Member A","Protein Coding","37","GC12P008267","8.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4A"
"ABCB11","ATP Binding Cassette Subfamily B Member 11","Protein Coding","45","GC02M168922","8.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB11"
"KCNJ11","Potassium Inwardly Rectifying Channel Subfamily J Member 11","Protein Coding","47","GC11M017364","8.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ11"
"SMARCA5","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 5","Protein Coding","40","GC04P143513","8.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"
"CAMP","Cathelicidin Antimicrobial Peptide","Protein Coding","41","GC03P048266","8.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMP"
"CPA1","Carboxypeptidase A1","Protein Coding","45","GC07P130380","8.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPA1"
"EPRS1","Glutamyl-Prolyl-TRNA Synthetase 1","Protein Coding","36","GC01M219969","8.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPRS1"
"IRAG1","Inositol 1,4,5-Triphosphate Receptor Associated 1","Protein Coding","29","GC11M010656","8.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAG1"
"FLT1","Fms Related Receptor Tyrosine Kinase 1","Protein Coding","51","GC13M028300","8.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT1"
"DDIT3","DNA Damage Inducible Transcript 3","Protein Coding","45","GC12M057516","8.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT3"
"RECK","Reversion Inducing Cysteine Rich Protein With Kazal Motifs","Protein Coding","40","GC09P036036","8.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECK"
"H1-0","H1.0 Linker Histone","Protein Coding","31","GC22P037837","8.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-0"
"ACVR1","Activin A Receptor Type 1","Protein Coding","51","GC02M157736","8.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1"
"CLCN3","Chloride Voltage-Gated Channel 3","Protein Coding","41","GC04P169612","8.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN3"
"CETN1","Centrin 1","Protein Coding","38","GC18P000580","8.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN1"
"S100A7L2","S100 Calcium Binding Protein A7 Like 2","Pseudogene","27","GC01M153436","8.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A7L2"
"CASP9","Caspase 9","Protein Coding","48","GC01M015491","8.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP9"
"GNAI1","G Protein Subunit Alpha I1","Protein Coding","46","GC07P079769","8.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI1"
"BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","46","GC11M064273","8.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD"
"RPTN","Repetin","Protein Coding","36","GC01M152126","8.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPTN"
"MMP8","Matrix Metallopeptidase 8","Protein Coding","47","GC11M102617","8.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP8"
"ARHGAP4","Rho GTPase Activating Protein 4","Protein Coding","41","GC0XM153907","8.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP4"
"SLC9A3R1","SLC9A3 Regulator 1","Protein Coding","44","GC17P074749","8.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3R1"
"HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","45","GC06M031315","8.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B"
"EFHC1","EF-Hand Domain Containing 1","Protein Coding","40","GC06P052362","8.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHC1"
"KISS1R","KISS1 Receptor","Protein Coding","44","GC19P000917","8.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KISS1R"
"CAPN7","Calpain 7","Protein Coding","40","GC03P015521","8.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN7"
"CX3CR1","C-X3-C Motif Chemokine Receptor 1","Protein Coding","44","GC03M039279","8.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CR1"
"PITX2","Paired Like Homeodomain 2","Protein Coding","47","GC04M110617","8.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITX2"
"CLPB","Caseinolytic Mitochondrial Matrix Peptidase Chaperone Subunit B","Protein Coding","43","GC11M072292","8.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","52","GC04P102501","8.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"CXCR2","C-X-C Motif Chemokine Receptor 2","Protein Coding","48","GC02P218125","8.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR2"
"AMMECR1","AMMECR Nuclear Protein 1","Protein Coding","39","GC0XM110194","8.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMMECR1"
"TACR3","Tachykinin Receptor 3","Protein Coding","50","GC04M103586","8.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR3"
"HBB","Hemoglobin Subunit Beta","Protein Coding","45","GC11M005352","8.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB"
"CCR3","C-C Motif Chemokine Receptor 3","Protein Coding","47","GC03P046227","8.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR3"
"CSF1","Colony Stimulating Factor 1","Protein Coding","43","GC01P109911","8.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","47","GC02M197486","8.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","47","GC01P111542","8.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"MUC5AC","Mucin 5AC, Oligomeric Mucus/Gel-Forming","Protein Coding","39","GC11P001151","8.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC5AC"
"DST","Dystonin","Protein Coding","41","GC06M056457","8.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DST"
"GALT","Galactose-1-Phosphate Uridylyltransferase","Protein Coding","47","GC09P034860","8.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALT"
"JAM2","Junctional Adhesion Molecule 2","Protein Coding","41","GC21P025639","8.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAM2"
"ADCY2","Adenylate Cyclase 2","Protein Coding","44","GC05P007396","8.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY2"
"HSF1","Heat Shock Transcription Factor 1","Protein Coding","44","GC08P144291","8.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSF1"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","41","GC05P133051","8.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"SYT3","Synaptotagmin 3","Protein Coding","37","GC19M050621","8.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT3"
"EPCAM","Epithelial Cell Adhesion Molecule","Protein Coding","47","GC02P047345","8.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPCAM"
"VLDLR","Very Low Density Lipoprotein Receptor","Protein Coding","50","GC09P002611","8.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VLDLR"
"HTR1A","5-Hydroxytryptamine Receptor 1A","Protein Coding","47","GC05M063960","8.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1A"
"TNFRSF1B","TNF Receptor Superfamily Member 1B","Protein Coding","47","GC01P012167","8.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","45","GC04P006271","8.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"HNF1B","HNF1 Homeobox B","Protein Coding","44","GC17M037686","8.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"MX1","MX Dynamin Like GTPase 1","Protein Coding","41","GC21P041420","8.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MX1"
"CDK5R1","Cyclin Dependent Kinase 5 Regulatory Subunit 1","Protein Coding","45","GC17P032486","8.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5R1"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","45","GC16P030472","8.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"CA9","Carbonic Anhydrase 9","Protein Coding","44","GC09P035673","8.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA9"
"PF4","Platelet Factor 4","Protein Coding","41","GC04M073980","8.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4"
"P2RX5","Purinergic Receptor P2X 5","Protein Coding","39","GC17M003672","8.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX5"
"MMP14","Matrix Metallopeptidase 14","Protein Coding","51","GC14P025277","8.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP14"
"CCL19","C-C Motif Chemokine Ligand 19","Protein Coding","41","GC09M034692","8.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL19"
"CCR9","C-C Motif Chemokine Receptor 9","Protein Coding","40","GC03P045903","8.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR9"
"VAPB","VAMP Associated Protein B And C","Protein Coding","45","GC20P058389","8.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPB"
"ENO1","Enolase 1","Protein Coding","47","GC01M008861","8.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"FDPS","Farnesyl Diphosphate Synthase","Protein Coding","45","GC01P155308","8.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FDPS"
"NUP205","Nucleoporin 205","Protein Coding","37","GC07P135557","8.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP205"
"UTRN","Utrophin","Protein Coding","40","GC06P144285","8.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTRN"
"DGKA","Diacylglycerol Kinase Alpha","Protein Coding","44","GC12P055927","8.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKA"
"APCS","Amyloid P Component, Serum","Protein Coding","41","GC01P159587","8.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APCS"
"TMPO","Thymopoietin","Protein Coding","45","GC12P098515","8.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO"
"CSF3","Colony Stimulating Factor 3","Protein Coding","40","GC17P040015","8.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3"
"IAPP","Islet Amyloid Polypeptide","Protein Coding","40","GC12P021354","8.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP"
"PPP1R8","Protein Phosphatase 1 Regulatory Subunit 8","Protein Coding","39","GC01P027830","8.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R8"
"LIPC","Lipase C, Hepatic Type","Protein Coding","44","GC15P058410","8.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPC"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","54","GC03M012583","8.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"CAPN8","Calpain 8","Protein Coding","37","GC01M223538","8.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN8"
"TAGLN","Transgelin","Protein Coding","43","GC11P117199","8.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAGLN"
"BDKRB1","Bradykinin Receptor B1","Protein Coding","43","GC14P096263","8.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB1"
"POMC","Proopiomelanocortin","Protein Coding","48","GC02M025160","8.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC"
"DNM1","Dynamin 1","Protein Coding","50","GC09P128191","8.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1"
"BEST2","Bestrophin 2","Protein Coding","35","GC19P012751","8.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEST2"
"PRSS3","Serine Protease 3","Protein Coding","43","GC09P033750","8.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS3"
"ISG15","ISG15 Ubiquitin Like Modifier","Protein Coding","47","GC01P001001","8.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG15"
"ATXN2","Ataxin 2","Protein Coding","42","GC12M111443","8.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN2"
"UTS2R","Urotensin 2 Receptor","Protein Coding","41","GC17P082374","8.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTS2R"
"MAP2","Microtubule Associated Protein 2","Protein Coding","42","GC02P209424","8.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2"
"AQP1","Aquaporin 1 (Colton Blood Group)","Protein Coding","45","GC07P030911","8.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP1"
"SP7","Sp7 Transcription Factor","Protein Coding","41","GC12M053326","8.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP7"
"SLC22A6","Solute Carrier Family 22 Member 6","Protein Coding","44","GC11M063458","8.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A6"
"ATP1B1","ATPase Na+/K+ Transporting Subunit Beta 1","Protein Coding","47","GC01P169105","8.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1B1"
"CAMKMT","Calmodulin-Lysine N-Methyltransferase","Protein Coding","36","GC02P044361","8.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMKMT"
"SLC1A3","Solute Carrier Family 1 Member 3","Protein Coding","50","GC05P036606","8.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A3"
"AVP","Arginine Vasopressin","Protein Coding","45","GC20M003082","8.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVP"
"IL2RB","Interleukin 2 Receptor Subunit Beta","Protein Coding","48","GC22M037125","8.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RB"
"CXCR1","C-X-C Motif Chemokine Receptor 1","Protein Coding","43","GC02M218162","8.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR1"
"EXOSC9","Exosome Component 9","Protein Coding","40","GC04P121801","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC9"
"H3-2","H3.2 Histone (Putative)","Protein Coding","17","GC01M143894","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-2"
"CP","Ceruloplasmin","Protein Coding","47","GC03M149162","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"PLCH1","Phospholipase C Eta 1","Protein Coding","38","GC03M155381","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCH1"
"LTF","Lactotransferrin","Protein Coding","43","GC03M046435","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTF"
"DCHS1","Dachsous Cadherin-Related 1","Protein Coding","39","GC11M006621","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCHS1"
"DSG4","Desmoglein 4","Protein Coding","40","GC18P031377","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG4"
"LEPR","Leptin Receptor","Protein Coding","49","GC01P065421","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR"
"CALCOCO2","Calcium Binding And Coiled-Coil Domain 2","Protein Coding","39","GC17P048830","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCOCO2"
"NRAS","NRAS Proto-Oncogene, GTPase","Protein Coding","50","GC01M114704","8.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAS"
"SUV39H1","Suppressor Of Variegation 3-9 Homolog 1","Protein Coding","43","GC0XP048698","8.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUV39H1"
"SLC30A1","Solute Carrier Family 30 Member 1","Protein Coding","40","GC01M211571","8.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A1"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","35","GC16P031527","8.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"PCDHB1","Protocadherin Beta 1","Protein Coding","33","GC05P143031","8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHB1"
"PCDHGB1","Protocadherin Gamma Subfamily B, 1","Protein Coding","32","GC05P143055","8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGB1"
"INPP5E","Inositol Polyphosphate-5-Phosphatase E","Protein Coding","41","GC09M136428","7.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5E"
"TNNT3","Troponin T3, Fast Skeletal Type","Protein Coding","43","GC11P001920","7.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT3"
"VCL","Vinculin","Protein Coding","47","GC10P073995","7.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCL"
